tax_seq_id,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0008150,GO:0008152,GO:0009987,GO:0071704,GO:0110165
D0VMR8,1,1,0,0,0,1,1,1,1,0
J7H5L9,1,0,1,1,0,0,0,0,0,0
P03562,1,0,1,1,0,0,0,0,0,0
A5HC98,1,0,1,0,0,0,0,0,0,0
P03599,1,0,1,0,1,1,0,0,0,0
P14739,1,0,1,1,0,0,0,0,0,0
Q49SP5,1,1,0,0,0,1,1,1,1,0
Q9ZJ19,1,1,0,0,0,0,0,0,0,0
B6EKE3,0,0,0,0,0,1,0,1,0,0
Q6TM97,0,0,0,0,0,1,0,0,0,0
O21970,0,0,0,0,0,1,0,0,0,0
Q11T61,1,1,1,0,0,1,1,0,1,0
G9MQD3,1,0,1,1,1,1,0,0,0,1
I1C4E4,1,0,1,0,0,1,0,0,0,0
B9E972,1,1,1,1,0,1,1,1,1,0
Q8DIS5,1,0,1,1,0,0,0,0,0,0
Q1GXZ5,1,1,0,0,0,0,0,0,0,0
C0HKB3,0,0,0,0,1,1,0,0,0,1
C7GQH1,0,0,0,0,1,0,0,0,0,1
Q9UUN9,1,1,0,0,0,0,0,0,0,0
A0A0H3NI89,1,0,1,1,0,1,0,0,0,0
P20092,1,1,0,0,0,1,0,0,0,0
A0A0A0PKY3,0,0,0,0,0,1,0,1,0,0
Q90W84,0,0,0,0,0,1,0,0,0,0
P11079,0,0,0,0,1,0,0,0,0,0
Q6TGQ8,1,1,0,0,1,1,0,0,0,1
Q1QT89,1,1,1,0,0,1,1,0,1,0
Q70LC6,1,0,1,0,1,0,0,0,0,0
P23472,1,1,0,0,0,1,1,0,1,0
P0C6V0,0,0,0,0,1,1,1,0,1,1
P86804,1,1,0,0,1,1,1,1,1,1
Q80FJ1,1,0,1,0,1,1,0,1,0,1
Q9PTT2,1,0,1,0,1,0,0,0,0,1
O51547,0,0,0,0,1,0,0,0,0,1
Q9I958,1,1,0,0,0,1,0,1,0,0
G3FFN6,0,0,0,0,0,1,1,1,1,0
A0A2D0TCG7,0,0,0,0,0,1,0,0,0,0
Q6J163,0,0,0,0,1,1,0,1,0,1
A0A0L0LUA6,1,0,1,1,1,0,0,0,0,1
Q2W8R5,0,0,0,0,1,0,0,0,0,1
O39828,1,1,0,0,0,0,0,0,0,0
C5H881,1,1,0,0,0,1,1,0,0,0
P84784,1,1,0,0,0,0,0,0,0,0
P00588,1,1,1,1,1,0,0,0,0,1
G0T621,0,0,0,0,0,1,0,0,0,0
P03316,1,0,1,1,1,1,0,1,0,1
P31778,0,0,0,0,0,1,0,0,0,0
Q9IR59,0,0,0,0,1,0,0,0,0,1
Q46149,1,1,0,0,0,1,1,1,1,0
A0A0H2UPE1,1,0,1,1,0,0,0,0,0,0
Q9KWN0,1,0,1,1,0,0,0,0,0,0
P59049,1,1,0,0,0,1,1,0,1,0
O93868,1,1,1,0,0,1,1,1,1,0
Q66579,0,0,0,0,0,1,0,0,0,0
P40881,1,1,1,0,0,0,0,0,0,0
A0A0E3JT70,1,1,0,0,0,0,0,0,0,0
P20879,1,0,1,0,0,1,0,0,0,0
A0A2H5BHJ6,0,0,0,0,0,1,1,1,1,0
P86320,0,0,0,0,1,0,0,0,0,1
B5LUQ9,0,0,0,0,1,0,0,0,0,1
P85069,0,0,0,0,1,1,0,0,0,1
Q8L3K8,1,0,1,1,0,0,0,0,0,0
P12520,1,0,1,1,0,0,0,0,0,0
P0DJ43,1,1,1,0,0,0,0,0,0,0
F8WKW1,1,1,0,0,0,0,0,0,0,0
A0A2I8B346,0,0,0,0,0,1,0,0,0,0
C0HK48,1,0,0,0,0,0,0,0,0,0
Q9Y871,1,1,0,0,1,1,1,1,1,1
Q6XHB4,1,0,1,1,0,0,0,0,0,0
X4Y2L4,1,1,0,0,0,1,1,0,1,0
P03354,0,0,0,0,0,1,1,1,1,0
P83347,0,0,0,0,1,0,0,0,0,1
A5HZZ4,1,0,1,1,0,0,0,0,0,0
C5IAU5,1,0,1,1,0,0,0,0,0,0
P15570,0,0,0,0,0,1,0,0,0,0
R4JMG7,1,1,0,0,0,0,0,0,0,0
Q77M42,1,0,1,1,0,0,0,0,0,0
P85005,1,0,1,1,1,1,0,1,0,1
B9J8G0,1,1,0,0,0,0,0,0,0,0
C3W5S3,1,0,1,1,0,0,0,0,0,0
P86146,1,0,0,0,1,1,0,1,0,1
K7N5M8,1,1,1,0,0,0,0,0,0,0
Q9KWL3,1,1,0,0,0,1,1,1,1,0
Q53UH4,1,1,0,0,0,1,1,0,1,0
A0A2R6X6S3,0,0,0,0,1,1,0,1,0,1
Q70KH9,1,0,1,1,0,0,0,0,0,0
P51541,1,1,1,0,0,1,1,1,0,0
P50984,1,0,1,1,0,0,0,0,0,0
D9YZJ6,0,0,0,0,0,1,0,0,0,0
Q1AHS5,0,0,0,0,1,0,0,0,0,1
O91464,1,0,1,1,1,1,1,1,1,0
A5VK67,0,0,0,0,0,1,1,1,1,0
P84346,1,1,0,0,0,0,0,0,0,0
Q94MV5,1,1,0,0,0,0,0,0,0,0
Q2F6N7,0,0,0,0,1,0,0,0,0,1
P42212,0,0,0,0,0,1,1,1,0,0
A0A6P6W6H5,1,1,0,0,0,1,1,1,1,0
P03468,1,1,0,0,1,1,0,0,0,1
B3H2N2,1,1,0,0,0,1,1,1,1,0
Q12XX5,1,1,1,0,0,0,0,0,0,0
P28997,1,1,0,0,0,1,1,1,1,0
P86323,0,0,0,0,1,0,0,0,0,1
P86415,0,0,0,0,0,1,0,1,0,0
Q3L0X2,0,0,0,0,1,0,0,0,0,1
A0A1X9ISN9,1,1,0,0,0,1,1,1,1,0
Q9ZA78,1,0,1,1,0,0,0,0,0,0
B3A0L4,1,1,0,0,0,1,1,1,1,0
G3F5K2,1,1,0,0,0,1,1,1,1,0
B0LD08,0,0,0,0,1,0,0,0,0,1
G4REC9,1,1,0,0,0,0,0,0,0,0
D5H2W5,1,0,1,1,0,0,0,0,0,0
Q2HRC7,1,0,1,1,0,0,0,0,0,0
B9A8D7,1,0,0,0,1,0,0,0,0,1
M1J8U6,1,0,1,1,1,1,0,0,0,1
O87079,0,0,0,0,0,1,0,0,0,0
Q2T728,1,0,1,1,0,0,0,0,0,0
C0LTM6,1,1,1,0,0,0,0,0,0,0
P36334,1,0,1,0,0,1,0,1,0,0
P54975,1,1,0,0,0,1,1,1,1,0
Q9EY88,1,1,0,0,0,1,1,1,1,0
A0A385MIS5,1,0,1,0,0,1,0,0,0,0
Q9Y7G8,1,1,0,0,0,1,0,0,0,0
Q6TKR9,1,0,1,1,0,0,0,0,0,0
Q824H6,1,0,1,1,0,0,0,0,0,0
Q8UWF9,0,0,0,0,1,1,0,0,0,1
A6KWY5,1,1,0,0,0,0,0,0,0,0
C0HKC5,1,0,1,1,1,1,0,0,0,0
P58446,0,0,0,0,0,1,0,0,0,0
A5F5X1,1,1,0,0,0,1,0,0,0,0
P86516,1,1,1,0,0,0,0,0,0,0
Q9CKF6,1,0,1,1,1,0,0,0,0,1
Q2F6N6,0,0,0,0,1,0,0,0,0,1
A0P951,0,0,0,0,0,1,1,1,0,0
K6UCV4,1,1,0,0,0,0,0,0,0,0
I1ZJY9,0,0,0,0,0,1,0,0,0,0
G0WXL9,1,0,1,1,0,0,0,0,0,0
L0AR29,0,0,0,0,0,1,0,0,0,0
P86041,1,0,1,0,0,0,0,0,0,0
A0A482ARC8,0,0,0,0,1,1,0,0,0,1
Q5MJR2,0,0,0,0,0,1,0,0,0,0
Q98VG9,1,0,1,1,0,0,0,0,0,0
Q80936,1,0,1,1,0,0,0,0,0,0
Q8EBG2,1,1,0,0,0,1,1,1,1,0
Q10725,1,1,0,0,0,0,0,0,0,0
Q9Q9V5,0,0,0,0,0,1,0,0,0,0
G2NFJ9,1,1,0,0,0,1,1,0,1,0
P03347,1,0,1,1,0,0,0,0,0,0
P58909,1,0,1,0,0,0,0,0,0,0
P84816,0,0,0,0,1,1,0,0,0,1
A0A0M3Q1Q3,1,1,1,1,0,1,0,0,0,0
Q5IZC5,0,0,0,0,1,0,0,0,0,1
Q9JZ70,0,0,0,0,0,1,0,0,0,0
O31269,1,0,1,1,0,0,0,0,0,0
Q8RTL3,1,0,1,1,0,0,0,0,0,0
P83284,1,0,0,0,0,0,0,0,0,0
E2GIN1,1,1,1,0,0,0,0,0,0,0
I3NI56,1,0,1,1,0,0,0,0,0,0
Q56VR3,1,1,1,1,1,1,0,0,0,1
P58907,1,0,1,0,0,0,0,0,0,0
D5G8D7,1,0,0,0,1,1,1,1,1,1
Q5JIZ3,1,1,0,0,0,1,1,1,1,0
A0A0A1HAN6,1,0,1,1,0,0,0,0,0,0
B4JMC1,0,0,0,0,1,0,0,0,0,1
W0TVU0,0,0,0,0,0,1,0,1,0,0
B4XY98,1,1,0,0,0,1,1,1,0,0
Q04616,1,1,0,0,0,1,1,0,1,0
P83663,0,0,0,0,1,1,0,0,0,1
P81182,1,0,0,0,1,1,0,1,0,1
Q8W4Z5,0,0,0,0,0,1,0,1,0,0
P86912,1,0,0,0,0,1,0,0,0,0
Q38003,1,0,1,1,0,0,0,0,0,0
C0HKB8,1,1,0,0,1,1,1,1,1,1
Q95195,0,0,0,0,1,0,0,0,0,1
Q8RQG8,1,1,0,0,0,0,0,0,0,0
A0A0F6SRJ0,1,0,0,0,0,0,0,0,0,0
B3EWY2,0,0,0,0,0,1,0,0,0,0
Q1QEU6,1,1,0,0,0,0,0,0,0,0
Q8RS40,1,1,1,0,0,1,1,1,1,0
O36972,1,0,1,1,0,0,0,0,0,0
Q92RV2,1,0,1,1,0,0,0,0,0,0
V6AMP2,1,1,0,0,0,1,0,1,0,0
C0KWV4,0,0,0,0,0,1,1,1,1,0
P86834,1,1,0,0,0,1,0,0,0,0
Q38087,1,1,0,0,0,0,0,0,0,0
P85102,1,0,0,0,0,1,0,0,0,0
A6XIG6,1,1,0,0,0,0,0,0,0,0
A0A026W182,1,0,0,0,0,1,0,0,0,0
O10693,1,0,1,1,0,0,0,0,0,0
Q9ZS28,1,0,1,1,0,0,0,0,0,0
Q44249,1,1,0,0,0,0,0,0,0,0
P86166,0,0,0,0,1,0,0,0,0,1
Q9KH15,1,0,1,1,0,1,0,0,0,0
Q9U6M1,1,1,1,0,1,1,1,1,1,1
P85024,1,0,0,0,1,1,0,0,0,1
Q06277,1,1,0,0,0,1,1,0,1,0
Q48899,0,0,0,0,1,0,0,0,0,1
P30021,1,0,1,1,1,0,0,0,0,1
Q71WH8,1,0,0,0,0,1,0,1,0,0
Q69422,1,0,1,0,1,1,0,0,0,0
Q13AY2,1,0,1,0,0,0,0,0,0,0
P83147,1,1,1,0,0,0,0,0,0,0
B9PW35,1,1,1,1,1,1,1,1,1,1
Q59I44,1,1,0,0,0,1,1,1,1,0
A0A0H2Z3A5,0,0,0,0,0,1,0,0,0,0
Q70KY3,1,1,1,0,1,1,1,1,1,1
P49303,0,0,0,0,0,1,0,0,0,0
C0HM53,1,1,0,0,1,1,1,1,1,1
P86093,0,0,0,0,1,1,0,0,0,1
A0A1S3APE5,1,0,1,1,0,0,0,0,0,0
Q764P5,1,0,0,0,1,1,0,1,0,1
P18591,1,0,1,1,0,1,0,1,0,0
Q9PZT1,1,1,0,0,1,1,1,1,1,1
P81800,1,1,0,0,0,1,1,1,1,0
U5H305,1,0,1,1,0,0,0,0,0,0
E6MVV9,1,1,0,0,0,0,0,0,0,0
Q93NW7,1,0,1,1,0,0,0,0,0,0
B3QHB6,0,0,0,0,1,0,0,0,0,1
A0PA16,1,0,1,1,0,1,0,0,0,0
D0B707,1,1,0,0,0,1,1,1,1,0
Q6IVU5,1,0,1,1,0,0,0,0,0,0
Q3V5W6,1,1,0,0,0,0,0,0,0,0
P86624,1,0,1,0,0,0,0,0,0,0
B7U6V1,0,0,0,0,0,1,1,1,1,0
Q2VST0,1,1,0,0,1,1,1,0,1,1
O61120,1,1,1,0,1,1,1,1,1,1
P03420,1,0,1,1,0,0,0,0,0,0
Q54305,1,1,0,0,0,0,0,0,0,0
A4KDP1,1,1,0,0,0,1,1,1,1,0
A0A1U7XAI2,0,0,0,0,0,1,0,0,0,0
B3EWX6,1,0,0,0,0,0,0,0,0,0
P0C6V1,1,1,0,0,0,1,1,0,1,0
Q8AY64,1,1,0,0,0,1,1,1,1,0
Q9FRV0,1,1,0,0,1,1,1,1,1,1
Q9ZX29,0,0,0,0,0,1,0,0,0,0
A0A098,1,0,1,1,0,0,0,0,0,0
O54329,0,0,0,0,1,1,0,0,0,1
Q05957,1,1,1,1,0,1,1,1,1,0
Q68985,1,0,1,1,0,0,0,0,0,0
A0A7U3TBV6,0,0,0,0,0,1,1,1,1,0
P29128,1,0,1,1,1,1,0,0,0,1
Q8WQZ3,0,0,0,0,0,1,0,0,0,0
O52237,0,0,0,0,0,1,0,0,0,0
E9FR69,1,1,1,0,0,0,0,0,0,0
D3KYU3,1,1,0,0,0,1,1,1,1,0
Q6UD65,1,0,1,1,0,0,0,0,0,0
Q8U1R4,1,0,1,1,0,0,0,0,0,0
V9M398,1,1,0,0,1,1,1,1,1,1
P14340,1,0,1,1,0,0,0,0,0,0
P35839,1,0,0,0,0,0,0,0,0,0
A2SY66,1,1,0,0,0,1,1,0,1,0
A0A1W6JT72,0,0,0,0,0,1,0,0,0,0
Q75N34,1,1,1,1,0,1,0,1,0,0
P42259,1,0,1,1,0,0,0,0,0,0
P43649,0,0,0,0,1,0,0,0,0,1
F8V2V1,0,0,0,0,0,1,0,0,0,0
Q54363,1,1,0,0,0,0,0,0,0,0
Q8NK90,1,1,0,0,1,1,1,0,1,1
Q9UUY0,0,0,0,0,1,0,0,0,0,1
C5MRT8,1,1,0,0,0,1,1,0,1,0
Q6UPD4,1,0,1,1,0,0,0,0,0,0
A6WFI5,1,1,0,0,0,0,0,0,0,0
D1MI46,1,1,0,0,0,1,1,1,1,0
A0A343W969,1,1,0,0,0,1,1,1,1,0
L1J207,1,0,1,1,0,0,0,0,0,0
A0A1W6I187,0,0,0,0,1,0,0,0,0,0
P53028,1,0,1,0,1,0,0,0,0,1
P26168,0,0,0,0,0,1,1,1,1,0
Q70IY1,1,1,1,0,0,1,1,1,1,0
P30694,1,1,0,0,0,1,1,1,1,0
A1IKL2,1,0,1,0,1,0,0,0,0,1
Q9Y8A5,1,1,0,0,0,1,1,1,1,0
Q9PSN0,1,0,1,0,1,1,0,1,0,1
Q948Y1,1,1,0,0,1,1,1,0,1,1
A3MTK6,1,1,1,0,0,1,0,1,0,0
P04893,1,0,1,1,1,0,0,0,0,0
Q00924,1,1,0,0,0,0,0,0,0,0
Q9ZGH7,1,1,0,0,0,1,1,1,0,0
W6QAE7,1,1,0,0,0,1,1,1,1,0
Q9KJX5,1,1,0,0,1,1,1,1,0,1
Q6EH50,1,1,0,0,0,1,0,0,0,0
P86026,0,0,0,0,1,0,0,0,0,1
P70752,1,1,0,0,0,0,0,0,0,0
C6D9S0,1,1,1,0,0,1,1,0,1,0
P69730,1,0,1,1,0,0,0,0,0,0
Q4JCJ1,1,1,1,0,0,1,1,1,1,0
Q9FZR9,1,1,0,0,0,0,0,0,0,0
B0SR19,1,0,1,1,1,1,0,1,0,1
Q6E3K9,0,0,0,0,1,1,0,0,0,1
Q0A456,0,0,0,0,0,1,0,0,0,0
P86701,1,0,0,0,0,1,0,0,0,0
Q98XH7,1,0,0,0,0,0,0,0,0,0
Q46085,1,1,1,0,1,1,1,0,0,1
P12506,1,0,1,0,0,1,0,0,0,0
Q83XK4,1,0,1,1,0,0,0,0,0,0
O97366,1,1,1,0,1,1,1,0,1,1
B0BK71,1,1,1,0,0,1,1,1,1,0
Q17SB3,1,1,0,0,1,1,0,0,0,1
Q83XN4,1,0,1,1,0,0,0,0,0,0
Q9L4Q3,1,1,0,0,0,0,0,0,0,0
O18473,1,0,1,1,0,0,0,0,0,0
P86736,0,0,0,0,1,0,0,0,0,1
Q8QW27,1,0,1,1,0,0,0,0,0,0
G4V4T5,1,1,0,0,0,0,0,0,0,0
A1A278,1,1,1,0,0,1,1,1,1,0
Q757M9,1,0,1,1,0,0,0,0,0,0
E7CIP7,1,1,0,0,1,1,1,0,1,1
Q00869,1,1,0,0,0,1,1,1,1,0
Q6VAA6,1,1,0,0,0,0,0,0,0,0
Q03489,1,0,1,1,0,0,0,0,0,0
P20893,1,0,1,0,0,0,0,0,0,0
P19712,1,1,1,1,1,1,1,1,1,1
Q9ZSK5,1,1,0,0,0,1,1,1,1,0
Q0VNY2,1,0,1,1,0,0,0,0,0,0
Q59533,1,1,0,0,0,0,0,0,0,0
C0HK69,1,0,0,0,1,0,0,0,0,1
Q32GM0,0,0,0,0,1,0,0,0,0,1
O55245,1,0,1,1,1,1,0,0,0,1
Q05906,1,0,1,1,1,0,0,0,0,1
Q56403,1,0,1,1,0,0,0,0,0,0
A5JSW4,0,0,0,0,0,1,0,1,0,0
A0A088FLK9,0,0,0,0,0,1,0,1,0,0
P84812,0,0,0,0,0,1,1,1,0,0
B7FZ64,1,1,0,0,0,0,0,0,0,0
Q5TWR9,0,0,0,0,1,1,0,0,0,1
Q39649,1,0,0,0,1,0,0,0,0,1
Q43415,1,1,0,0,1,1,1,1,1,1
P03610,1,0,1,0,0,1,0,0,0,0
B3EWG7,1,1,0,0,0,0,0,0,0,0
A0A068BIF1,1,1,0,0,0,1,1,0,1,0
E9DVV4,1,0,1,1,0,0,0,0,0,0
P83059,0,0,0,0,1,1,0,0,0,1
C1KKL7,1,0,1,1,0,0,0,0,0,0
B4EMD1,1,0,1,1,0,0,0,0,0,0
Q500P4,0,0,0,0,0,1,0,0,0,0
C7M4X6,0,0,0,0,0,1,0,1,0,0
Q9RC23,1,1,0,0,0,1,1,1,0,0
C0HLN4,1,0,0,0,1,0,0,0,0,1
Q0QJI1,0,0,0,0,1,0,0,0,0,1
H9NAL3,1,1,0,0,0,0,0,0,0,0
A2T3S5,1,1,0,0,0,1,1,1,1,0
C0HLM3,1,0,0,0,1,0,0,0,0,1
P00655,1,1,0,0,0,1,1,1,1,0
E7CG23,1,1,0,0,0,0,0,0,0,0
Q86QI5,0,0,0,0,1,1,0,0,0,1
Q24K59,1,1,0,0,0,1,1,1,1,0
Q6UY62,1,0,1,1,0,0,0,0,0,0
L0C9D3,1,1,0,0,0,0,0,0,0,0
Q5C8U4,0,0,0,0,0,1,0,0,0,0
P85974,1,1,0,0,1,1,1,0,1,1
P42088,1,0,1,0,0,0,0,0,0,0
Q9GRC0,1,1,0,0,0,1,0,1,0,0
Q4U3C0,1,0,1,1,0,0,0,0,0,0
B9HRL7,1,1,0,0,0,1,1,1,1,0
P20626,1,1,0,0,1,1,1,1,1,1
A0A224AM54,1,1,0,0,0,0,0,0,0,0
P69658,1,0,0,0,0,1,0,0,0,0
A8E261,1,1,0,0,0,0,0,0,0,0
F0E1K6,0,0,0,0,0,1,1,1,1,0
Q44245,1,1,0,0,0,1,0,0,0,0
P29549,1,0,1,1,1,1,1,1,1,1
P82858,1,1,0,0,0,1,1,1,1,0
U6DU97,1,1,0,0,0,0,0,0,0,0
Q98298,0,0,0,0,0,1,0,0,0,0
Q40963,1,1,0,0,0,0,0,0,0,0
J9PBR3,1,0,1,0,0,0,0,0,0,0
Q704D2,1,1,0,0,0,1,1,0,1,0
O57299,0,0,0,0,0,1,0,0,0,0
P06464,1,0,1,1,0,0,0,0,0,0
P0DPS5,0,0,0,0,1,0,0,0,0,1
U3JD03,1,0,1,1,0,0,0,0,0,0
P84645,0,0,0,0,0,1,0,0,0,0
P0A371,1,0,1,1,0,0,0,0,0,0
P40149,1,1,1,1,0,1,1,1,1,0
Q59931,1,1,0,0,0,0,0,0,0,0
O93963,0,0,0,0,0,1,1,1,1,0
A0A6B9WHD3,1,0,1,1,0,0,0,0,0,0
Q8G6Z9,1,1,0,0,0,1,1,0,1,0
Q8SWI4,0,0,0,0,1,0,0,0,0,1
E4PMA5,1,1,0,0,0,1,1,1,1,0
I1S9X9,1,0,0,0,1,1,1,1,0,1
C5H5C9,1,0,1,1,0,0,0,0,0,0
Q5AU12,0,0,0,0,1,0,0,0,0,1
A6ZMQ6,0,0,0,0,1,0,0,0,0,1
A0A0M3KKZ0,1,1,0,0,0,0,0,0,0,0
A0A067XMV4,1,1,0,0,0,1,1,0,0,0
C0QM06,1,1,0,0,0,1,1,0,1,0
A9RVK2,0,0,0,0,0,1,0,0,0,0
Q3S3D7,1,0,0,0,0,1,0,1,0,0
P22873,1,1,0,0,0,1,1,1,1,0
P0C045,1,0,1,1,1,1,0,0,0,1
Q1ZJW2,1,0,1,1,0,0,0,0,0,0
C7PLM6,1,1,0,0,0,0,0,0,0,0
Q80IX5,1,0,1,1,0,0,0,0,0,0
C0HLV6,1,1,0,0,0,0,0,0,0,0
Q5FQD2,1,1,0,0,0,0,0,0,0,0
Q32ZE1,1,0,1,1,0,0,0,0,0,0
P69713,1,0,1,1,0,0,0,0,0,0
A7BHQ9,1,1,1,0,0,0,0,0,0,0
A0A2H5DV25,1,1,0,0,0,0,0,0,0,0
E7BQV0,0,0,0,0,0,1,0,0,0,0
A7TZU4,0,0,0,0,1,0,0,0,0,1
P29990,1,0,1,0,0,0,0,0,0,0
A4W7D6,1,0,1,0,0,0,0,0,0,0
L0PJV8,1,0,1,1,1,1,0,0,0,1
A8AWB2,1,0,1,0,1,1,0,0,0,0
P02213,1,0,1,1,0,0,0,0,0,0
Q9P403,0,0,0,0,1,0,0,0,0,1
Q3V4R7,1,0,1,1,0,1,0,0,0,0
G9M9M3,1,1,0,0,0,1,1,1,1,0
A5HMF9,0,0,0,0,0,1,0,0,0,0
A0A0H2X3K2,1,0,1,1,0,0,0,0,0,0
A4XF23,1,1,1,0,0,1,1,0,1,0
Q601D1,1,0,1,1,0,0,0,0,0,0
P55132,1,1,1,1,0,1,1,1,0,0
A1KXI1,0,0,0,0,1,0,0,0,0,1
A4X3Q0,1,1,0,0,0,0,0,0,0,0
P0CB14,1,1,0,0,0,1,0,0,0,0
P48057,1,0,0,0,1,1,0,1,0,1
A0A0S0FTT9,1,1,0,0,0,1,1,1,1,0
Q3M5Z3,1,1,0,0,0,1,1,1,1,0
A0A3G2LGI8,1,0,1,1,0,0,0,0,0,0
P84797,0,0,0,0,0,1,0,0,0,0
T2G899,1,0,1,1,1,1,1,1,0,1
Q4FQB7,1,1,0,0,0,0,0,0,0,0
E9M5R0,1,0,1,1,0,0,0,0,0,0
Q6V4L1,1,0,1,1,0,0,0,0,0,0
P84713,1,0,0,0,1,1,0,0,0,1
B7J5X1,1,0,1,0,0,0,0,0,0,0
P0DPC2,1,0,0,0,0,0,0,0,0,0
Q8T940,1,0,0,0,1,1,0,0,0,1
P69130,0,0,0,0,0,1,0,0,0,0
P06492,1,0,1,1,1,1,0,1,0,0
Q18DC9,1,1,0,0,1,1,1,0,1,1
Q29GB8,0,0,0,0,1,0,0,0,0,1
P86363,0,0,0,0,0,1,0,0,0,0
P69738,0,0,0,0,0,1,0,0,0,0
Q03AX7,1,0,1,0,1,1,0,0,0,0
P03305,1,1,0,0,1,1,1,0,1,1
P84736,1,1,0,0,1,0,0,0,0,1
A6GWM2,1,1,0,0,0,1,1,1,1,0
E7FKV8,1,0,1,1,1,1,0,0,0,1
H0Z867,0,0,0,0,1,0,0,0,0,1
B7NGZ6,1,1,0,0,0,1,1,1,1,0
P07566,1,0,1,1,0,0,0,0,0,0
Q6F4C6,1,0,1,0,0,0,0,0,0,0
D7URV0,1,1,0,0,0,1,1,1,1,0
Q9PY83,0,0,0,0,1,0,0,0,0,1
P19972,1,0,0,0,1,1,0,1,0,1
P86913,0,0,0,0,1,0,0,0,0,1
E8PQ06,1,1,0,0,0,0,0,0,0,0
Q3IHD2,1,0,1,1,0,0,0,0,0,0
Q08636,1,0,1,1,0,0,0,0,0,0
Q09LY5,1,1,0,0,0,1,1,1,1,0
C0HJT5,0,0,0,0,0,1,0,0,0,0
Q5V676,1,1,0,0,0,0,0,0,0,0
P82242,1,0,1,0,0,0,0,0,0,0
D5JBW9,1,1,0,0,0,1,1,1,1,0
Q08IS0,1,1,1,1,1,1,1,1,0,1
Q72XQ0,1,0,1,1,0,0,0,0,0,0
Q91F56,1,0,1,1,0,0,0,0,0,0
O69685,0,0,0,0,1,0,0,0,0,1
P83692,1,1,1,0,0,1,1,1,1,0
Q20KN1,1,0,1,1,0,0,0,0,0,0
P82972,1,0,1,1,1,1,0,0,0,1
P18045,1,0,1,1,0,0,0,0,0,0
Q82122,1,1,0,0,0,1,1,1,1,0
B4WP19,0,0,0,0,0,1,1,1,1,0
P03591,1,0,1,1,0,0,0,0,0,0
Q6TNA5,1,1,0,0,0,1,0,0,0,0
Q8PUQ3,1,1,0,0,0,0,0,0,0,0
Q2YIQ1,1,1,0,0,0,1,1,1,0,0
M4TB00,1,1,0,0,0,0,0,0,0,0
A8VZX9,1,0,1,1,0,0,0,0,0,0
P0DJJ6,1,1,1,0,1,0,0,0,0,1
Q8F663,1,0,1,0,1,0,0,0,0,0
Q4QNP6,0,0,0,0,0,1,0,0,0,0
B2ZA87,1,1,0,0,0,0,0,0,0,0
P0A3K4,1,0,1,0,1,0,0,0,0,1
D3VML5,0,0,0,0,1,1,0,0,0,1
Q49610,1,1,0,0,0,0,0,0,0,0
Q6R7M4,1,1,0,0,0,1,1,1,1,0
B8X8Z0,1,1,1,1,0,1,0,1,0,0
O68391,1,1,0,0,0,0,0,0,0,0
I0J0E7,0,0,0,0,1,1,0,1,0,1
F6SWN3,1,0,1,1,0,0,0,0,0,0
P19811,1,0,1,1,0,0,0,0,0,0
A0A2H3HA93,1,1,1,1,0,1,0,0,0,0
P36292,1,0,1,1,1,0,0,0,0,1
P27312,1,0,1,0,0,0,0,0,0,0
C0HL98,0,0,0,0,1,1,0,0,0,1
A9KT32,1,1,0,0,0,0,0,0,0,0
P83585,1,1,0,0,1,1,1,0,1,1
U3LVL5,1,1,0,0,0,1,1,1,1,0
Q9JN89,1,0,1,1,0,0,0,0,0,0
O44126,1,0,1,1,0,1,0,0,0,0
P19214,0,0,0,0,1,0,0,0,0,1
Q9QPN3,1,0,1,1,0,0,0,0,0,0
P81508,1,0,1,1,1,1,0,0,0,1
Q9XHE8,1,1,0,0,1,0,0,0,0,1
C1I201,1,1,0,0,0,1,1,1,0,0
Q90WP7,0,0,0,0,1,1,0,0,0,1
Q53B58,1,0,0,0,1,1,0,0,0,1
T0JRM4,1,1,0,0,0,1,1,1,1,0
P11213,0,0,0,0,0,1,1,1,1,0
Q09057,1,0,1,1,0,0,0,0,0,0
B3MRS1,0,0,0,0,1,0,0,0,0,1
P29996,0,0,0,0,0,1,0,0,0,0
A0A0K6FU48,1,0,1,0,1,1,0,0,0,1
P84810,0,0,0,0,1,1,0,0,0,1
Q877G8,1,0,1,1,0,0,0,0,0,0
Q84KK6,1,1,0,0,0,1,1,1,1,0
B9W7H6,0,0,0,0,1,0,0,0,0,1
G3C9P1,1,0,1,1,0,0,0,0,0,0
A0A482AR57,0,0,0,0,1,1,0,0,0,1
Q6TVJ4,1,0,1,1,0,0,0,0,0,0
P26664,1,0,1,1,0,0,0,0,0,0
P0DOF0,0,0,0,0,1,1,0,0,0,1
A0A067YMX8,1,1,0,0,0,1,1,1,1,0
P07581,0,0,0,0,1,0,0,0,0,1
D1A7C3,1,1,1,0,0,1,1,0,1,0
C7E599,1,0,1,1,0,0,0,0,0,0
M1VMF7,1,1,1,0,0,1,1,0,1,0
A0A411H509,1,0,1,1,0,0,0,0,0,0
Q1AWQ0,1,1,0,0,0,0,0,0,0,0
A3CWV0,1,0,1,1,0,0,0,0,0,0
A4FG19,0,0,0,0,0,1,1,1,1,0
A0A217EJJ0,0,0,0,0,0,1,0,0,0,0
